,title,published_at,view_count,duration
10032846,MVP.Phoenix vs. Vici Gaming - Game 2 - The International 2015 - Casters: TobiWan & SyndereN,2015-08-06T16:48:27.154986Z,218,49m22s
10032737,MVP.Phoenix vs. Vici Gaming - Game 1 - The International 2015 - Casters: TobiWan & SyndereN,2015-08-06T16:48:27.154986Z,259,52m48s
9920754,MVP Phoenix vs. Vici Gaming [BO3] - The International 2015 - Casters: Tobiwan & SyndereN,2015-08-06T16:48:27.154986Z,100433,10h55m42s
9906510,Evil Geniuses vs. EHOME - Game 3 - The International 2015 - Casters: Capitalist & Blitz,2015-08-05T17:04:56.470014Z,2082,1h1m14s
9906394,Evil Geniuses vs. EHOME - Game 2 - The International 2015 - Casters: Capitalist & Blitz,2015-08-05T17:04:56.470014Z,2418,48m56s
9906254,Evil Geniuses vs. EHOME - Game 2 - The International 2015 - Casters: Capitalist & Blitz,2015-08-05T17:04:56.470014Z,1874,44m25s
9906143,LGD vs. CDEC - Game 2 - The International 2015 - Casters: TobiWan & SyndereN,2015-08-05T17:04:56.470014Z,746,46m47s
9906027,LGD vs. CDEC - Game 1 - The International 2015 - Casters: TobiWan & SyndereN,2015-08-05T17:04:56.470014Z,850,51m28s
9905042,Team Secret vs Invictus Gaming - Game 3 - The International 2015 - Casters: LD & Blitz,2015-08-05T17:04:56.470014Z,1581,57m55s
9904895,Team Secret vs Invictus Gaming - Game 2 - The International 2015 - Casters: LD & Blitz,2015-08-05T17:04:56.470014Z,812,40m3s
